;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
8722;Форма банка (без печати работодателя);Ремонт;1.0;0.49;женский;1;0;среднее-специальное;специалист;>=150;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8723;Форма банка (без печати работодателя);Ремонт;1.0;0.42;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0.0;74.0;54.0;Торговля;ООО;холост / не замужем;1.0;0.0;0.0;0.0;0.0;0.0393700787;0.0;1.0;0.0;0.0;0.22222222219999999;2.0;7.0;122.0;9.0;2.0;2.0;2.0;96.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
8724;2НДФЛ;Покупка автомобиля;1.0;0.55;мужской;0;0;среднее;вспомогательный персонал;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8725;Поступление зарплаты на счет;Ремонт;0.0;0.36;мужской;0;0;среднее-специальное;специалист;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8726;2НДФЛ;Ремонт;0.0;0.44;женский;2;0;среднее-специальное;менеджер среднего звена;>250;3.0;225.0;43.0;Наука;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8727;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0.0;0.52;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>250;0.0;133.0;46.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8728;Форма банка (без печати работодателя);Ремонт;1.0;0.25;мужской;1;0;высшее;менеджер среднего звена;>250;0.0;31.0;35.0;Государственная служба;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8729;Форма банка (без печати работодателя);Ремонт;1.0;0.24;мужской;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8730;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0.0;0.24;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0.0;226.0;52.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8731;2НДФЛ;Покупка недвижимости/ строительство;1.0;0.39;женский;0;0;высшее;менеджер среднего звена;>250;0.0;73.0;40.0;Наука;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8732;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0.0;0.51;мужской;1;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0.0;17.0;32.0;Другое;ОАО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;1.0;0.0;0.0;72.0;72.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8733;Свободная форма с печатью работодателя;Ремонт;1.0;0.42;мужской;0;0;высшее;торговый представитель;>=200;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8734;Форма банка (без печати работодателя);Ремонт;1.0;0.55;мужской;0;0;высшее;менеджер среднего звена;>250;0.0;12.0;52.0;Другое;ОАО;женат / замужем;2.0;0.0;0.0;0.0;0.0;0.0229885057;1.0;1.0;1.0;0.0;0.2727272727;6.0;16.0;425.0;22.0;2.0;1.0;2.0;75.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
8735;2НДФЛ;Покупка недвижимости/ строительство;1.0;0.45;мужской;0;0;высшее;специалист;>250;0.0;203.0;42.0;Наука;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8736;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1.0;0.42;женский;2;0;высшее;менеджер среднего звена;>250;0.0;92.0;43.0;Наука;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8737;Поступление зарплаты на счет;Ремонт;0.0;0.19;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0.0;39.0;29.0;Торговля;ООО;холост / не замужем;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.3333333333;1.0;2.0;19.0;3.0;1.0;1.0;13.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8738;2НДФЛ;Ремонт;1.0;0.37;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0.0;34.0;47.0;Строительство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8739;2НДФЛ;Ремонт;1.0;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0.0;54.0;27.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8740;Поступление зарплаты на счет;Ремонт;1.0;0.28;мужской;0;0;высшее;специалист;>250;0.0;34.0;25.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8741;Форма банка (без печати работодателя);Покупка автомобиля;0.0;0.38;мужской;1;0;высшее;менеджер высшего звена;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8742;Форма банка (без печати работодателя);Покупка автомобиля;1.0;0.26;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0.0;205.0;54.0;Государственная служба;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8743;Поступление зарплаты на счет;Ремонт;1.0;0.44;мужской;0;0;среднее-специальное;рабочий;>250;0.0;470.0;55.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8744;Свободная форма с печатью работодателя;Покупка автомобиля;1.0;0.45;женский;0;0;высшее;специалист;< 50;1.0;48.0;27.0;Информационные технологии;ООО;женат / замужем;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;3.0;0.0;11.0;3.0;1.0;0.0;1.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8745;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1.0;0.43;мужской;3;0;высшее;менеджер высшего звена;< 50;0.0;15.0;34.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8746;Поступление зарплаты на счет;Ремонт;1.0;0.21;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0.0;107.0;41.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8747;2НДФЛ;Покупка автомобиля;1.0;0.47;мужской;2;0;среднее;вспомогательный персонал;>=200;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8748;Форма банка (без печати работодателя);Ремонт;1.0;0.48;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8749;Свободная форма с печатью работодателя;Ремонт;1.0;0.25;мужской;2;0;высшее;менеджер среднего звена;>100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8750;Поступление зарплаты на счет;Ремонт;0.0;0.24;женский;0;0;высшее;специалист;>250;0.0;7.0;28.0;Другое;ООО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8751;2НДФЛ;Ремонт;1.0;0.58;женский;0;0;высшее;менеджер среднего звена;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8752;2НДФЛ;Лечение;1.0;0.12;мужской;0;0;среднее-специальное;специалист;>250;0.0;57.0;30.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
8753;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1.0;0.23;мужской;0;0;высшее;торговый представитель;>250;0.0;12.0;30.0;Торговля;ООО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;83.0;4.0;0.0;0.0;23.0;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
