;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
3638;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0.0;0.36;мужской;0;0;среднее-специальное;вспомогательный персонал;>=100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3639;Поступление зарплаты на счет;Ремонт;1.0;0.3;женский;1;0;высшее;вспомогательный персонал;>250;1.0;37.0;35.0;Наука;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3640;Свободная форма с печатью работодателя;Ремонт;0.0;0.19;женский;1;0;высшее;менеджер среднего звена;>100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3641;Форма банка (без печати работодателя);Отпуск;1.0;0.49;мужской;3;0;высшее;менеджер высшего звена;< 50;0.0;203.0;43.0;Юридические услуги;ООО;разведен / разведена;1.0;1.0;0.0;0.0;0.0;0.0301886792;1.0;0.0;0.0;0.0;0.45454545450000006;5.0;6.0;257.0;11.0;1.0;0.0;14.0;78.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3642;2НДФЛ;Ремонт;1.0;0.35;женский;2;0;высшее;рабочий;>250;0.0;6.0;36.0;Другое;ОАО;холост / не замужем;1.0;1.0;1.0;1.0;1.0;0.4;0.0;1.0;0.0;0.0;1.0;3.0;0.0;6.0;3.0;1.0;0.0;4.0;87.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
3644;Поступление зарплаты на счет;Ремонт;0.0;0.38;мужской;0;0;высшее;специалист;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3645;Форма банка (без печати работодателя);Ремонт;1.0;0.22;мужской;1;0;среднее;вспомогательный персонал;>250;0.0;41.0;40.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3646;Поступление зарплаты на счет;Ремонт;1.0;0.47;женский;0;0;высшее;специалист;>250;1.0;39.0;25.0;Торговля;ООО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;20.0;3.0;1.0;0.0;11.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3648;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1.0;0.56;мужской;2;0;высшее;рабочий;>250;0.0;144.0;42.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3649;Поступление зарплаты на счет;Ремонт;1.0;0.53;женский;1;0;высшее;менеджер среднего звена;>250;1.0;56.0;32.0;Другое;ЗАО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333;1.0;2.0;56.0;3.0;1.0;1.0;14.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3650;Поступление зарплаты на счет;Покупка автомобиля;1.0;0.29;мужской;1;0;высшее;торговый представитель;>250;0.0;82.0;36.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3651;Форма банка (без печати работодателя);Ремонт;0.0;0.17;мужской;3;0;ученая степень;менеджер высшего звена;< 50;0.0;50.0;35.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3652;Поступление зарплаты на счет;Покупка автомобиля;0.0;0.34;мужской;0;0;высшее;специалист;>250;0.0;29.0;27.0;Торговля;ЗАО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.2;1.0;4.0;72.0;5.0;0.0;0.0;24.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3653;Поступление зарплаты на счет;Ремонт;1.0;0.08;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0.0;74.0;30.0;Торговля;ООО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;50.0;2.0;0.0;2.0;26.0;51.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3654;Форма банка (без печати работодателя);Ремонт;0.0;0.27;мужской;1;0;среднее-специальное;рабочий;>250;0.0;132.0;33.0;Другое;Государственное предприятие;женат / замужем;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;46.0;3.0;0.0;2.0;43.0;97.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3655;Поступление зарплаты на счет;Отпуск;0.0;0.28;женский;0;0;высшее;специалист;>250;0.0;17.0;26.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3656;Поступление зарплаты на счет;Отпуск;1.0;0.56;мужской;2;0;высшее;рабочий;>250;0.0;160.0;37.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3657;Форма банка (без печати работодателя);Другое;0.0;0.51;мужской;2;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0.0;17.0;38.0;Другое;ЗАО;женат / замужем;1.0;1.0;0.0;0.0;0.0;0.0625;1.0;1.0;0.0;0.0;0.4;2.0;3.0;60.0;5.0;0.0;1.0;3.0;49.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3658;Форма банка (без печати работодателя);Ремонт;1.0;0.54;мужской;0;0;среднее-специальное;рабочий;>=200;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3659;Форма банка (без печати работодателя);Покупка земли;1.0;0.23;мужской;2;0;высшее;менеджер высшего звена;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3660;2НДФЛ;Покупка автомобиля;1.0;0.24;мужской;1;0;среднее-специальное;рабочий;>250;3.0;10.0;41.0;Строительство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3661;2НДФЛ;Ремонт;0.0;0.5;женский;0;0;среднее-специальное;специалист;>=100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3662;Форма банка (без печати работодателя);Ремонт;0.0;0.25;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0.0;55.0;27.0;Торговля;ООО;женат / замужем;1.0;0.0;0.0;0.0;0.0;0.013422818799999998;1.0;0.0;0.0;0.0;0.3333333333;1.0;2.0;147.0;3.0;0.0;2.0;39.0;74.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3663;Поступление зарплаты на счет;Ремонт;1.0;0.35;женский;1;0;высшее;специалист;>250;3.0;229.0;54.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3664;Свободная форма с печатью работодателя;Ремонт;0.0;0.51;мужской;1;0;высшее;менеджер среднего звена;>=200;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3665;Форма банка (без печати работодателя);Ремонт;0.0;0.43;мужской;0;0;среднее-специальное;менеджер по продажам;>250;0.0;10.0;38.0;Торговля;ООО;холост / не замужем;0.0;0.0;0.0;0.0;0.0;0.0188679245;1.0;0.0;0.0;0.0;0.2;2.0;8.0;52.0;10.0;1.0;0.0;6.0;95.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3666;Форма банка (без печати работодателя);Ремонт;1.0;0.44;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3667;2НДФЛ;Ремонт;1.0;0.38;мужской;0;0;среднее-специальное;рабочий;>250;3.0;280.0;49.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3668;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1.0;0.49;мужской;1;0;высшее;специалист;>250;1.0;15.0;36.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3669;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1.0;0.06;женский;1;0;незаконченное высшее;специалист;>250;0.0;6.0;23.0;Информационные технологии;ООО;женат / замужем;1.0;1.0;1.0;1.0;1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3670;2НДФЛ;Ремонт;1.0;0.44;мужской;1;0;высшее;специалист;>250;0.0;22.0;27.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3671;Свободная форма с печатью работодателя;Покупка автомобиля;1.0;0.29;мужской;1;0;высшее;менеджер среднего звена;< 50;1.0;137.0;36.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3672;2НДФЛ;Ремонт;0.0;0.33;мужской;0;0;среднее;рабочий;>250;3.0;31.0;45.0;Туризм;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3673;Форма банка (без печати работодателя);Ремонт;1.0;0.49;мужской;0;0;незаконченное высшее;специалист;>250;0.0;8.0;31.0;Другое;ЗАО;женат / замужем;2.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5;1.0;1.0;34.0;2.0;1.0;0.0;6.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3674;2НДФЛ;Ремонт;0.0;0.32;женский;0;0;высшее;специалист;>250;1.0;39.0;30.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3675;Поступление зарплаты на счет;Ремонт;0.0;0.47;мужской;1;0;высшее;менеджер среднего звена;>100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3676;Форма банка (без печати работодателя);Ремонт;0.0;0.23;женский;0;0;высшее;менеджер по продажам;>100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3677;Поступление зарплаты на счет;Покупка автомобиля;0.0;0.55;мужской;0;0;высшее;специалист;< 50;1.0;42.0;28.0;Другое;ООО;женат / замужем;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;46.0;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3679;Поступление зарплаты на счет;Покупка автомобиля;0.0;0.4;мужской;0;0;высшее;специалист;>250;0.0;16.0;23.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3680;Поступление зарплаты на счет;Ремонт;1.0;0.36;женский;0;0;среднее-специальное;вспомогательный персонал;>100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3681;Поступление зарплаты на счет;Отпуск;0.0;0.25;мужской;0;0;высшее;специалист;>=200;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3682;Поступление зарплаты на счет;Ремонт;1.0;0.36;женский;1;0;высшее;специалист;>250;0.0;56.0;30.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3683;Поступление зарплаты на счет;Ремонт;1.0;0.32;мужской;1;0;второе высшее;рабочий;>250;0.0;97.0;33.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3684;Форма банка (без печати работодателя);Ремонт;1.0;0.06;мужской;0;0;высшее;менеджер по продажам;< 50;0.0;37.0;47.0;Торговля;ООО;женат / замужем;2.0;2.0;1.0;1.0;1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3685;Форма банка (без печати работодателя);Ремонт;1.0;0.49;женский;0;0;высшее;менеджер среднего звена;>250;0.0;40.0;46.0;Другое;ОАО;женат / замужем;3.0;2.0;1.0;1.0;0.0;0.4077669903;0.0;1.0;0.0;0.0;0.4166666667;5.0;7.0;122.0;12.0;3.0;2.0;5.0;99.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
3686;Поступление зарплаты на счет;Покупка бытовой техники;0.0;0.21;мужской;0;0;второе высшее;специалист;>250;0.0;12.0;24.0;Информационные технологии;ООО;холост / не замужем;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;6.0;1.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3687;Свободная форма с печатью работодателя;Ремонт;1.0;0.05;мужской;0;0;среднее;рабочий;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3688;Форма банка (без печати работодателя);Ремонт;0.0;0.36;мужской;2;0;высшее;вспомогательный персонал;>250;0.0;95.0;34.0;Другое;ООО;женат / замужем;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3689;Форма банка (без печати работодателя);Ремонт;0.0;0.39;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0.0;27.0;26.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3690;Поступление зарплаты на счет;Ремонт;1.0;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>=100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3691;Форма банка (без печати работодателя);Ремонт;1.0;0.4;мужской;2;0;высшее;менеджер высшего звена;< 50;0.0;48.0;41.0;Строительство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3692;Поступление зарплаты на счет;Ремонт;0.0;0.44;женский;0;0;высшее;специалист;>250;0.0;210.0;39.0;Наука;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3693;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1.0;0.49;мужской;1;0;высшее;менеджер среднего звена;>250;0.0;45.0;38.0;Наука;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3694;Форма банка (без печати работодателя);Ремонт;0.0;0.49;мужской;0;0;высшее;менеджер среднего звена;>250;0.0;109.0;40.0;Другое;ОАО;женат / замужем;3.0;3.0;3.0;3.0;1.0;0.0;1.0;1.0;1.0;1.0;0.42857142859999997;3.0;4.0;110.0;7.0;2.0;0.0;0.0;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3695;Поступление зарплаты на счет;Ремонт;1.0;0.18;женский;2;0;высшее;менеджер среднего звена;>250;0.0;81.0;37.0;Торговля;ЗАО;разведен / разведена;1.0;1.0;1.0;1.0;1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3696;2НДФЛ;Другое;1.0;0.54;мужской;0;0;высшее;специалист;>250;0.0;31.0;30.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3697;2НДФЛ;Ремонт;0.0;0.13;женский;0;0;высшее;специалист;>250;1.0;9.0;31.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3698;Поступление зарплаты на счет;Ремонт;1.0;0.38;женский;0;0;высшее;вспомогательный персонал;>=200;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3699;Поступление зарплаты на счет;Покупка автомобиля;1.0;0.59;женский;2;0;высшее;рабочий;>250;1.0;126.0;38.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3700;Поступление зарплаты на счет;Ремонт;0.0;0.56;женский;1;0;высшее;специалист;>250;0.0;54.0;40.0;Торговля;ООО;гражданский брак;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142859999997;3.0;4.0;160.0;7.0;2.0;2.0;12.0;115.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3701;2НДФЛ;Ремонт;1.0;0.59;мужской;0;0;высшее;специалист;>250;0.0;62.0;38.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3703;2НДФЛ;Покупка недвижимости/ строительство;0.0;0.48;мужской;1;0;высшее;рабочий;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3704;2НДФЛ;Ремонт;0.0;0.47;мужской;0;0;высшее;специалист;>250;1.0;9.0;26.0;Туризм;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3705;2НДФЛ;Ремонт;1.0;0.49;мужской;0;0;высшее;менеджер среднего звена;>=150;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3706;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0.0;0.41;женский;0;0;высшее;менеджер высшего звена;< 50;1.0;66.0;54.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3707;2НДФЛ;Покупка недвижимости/ строительство;1.0;0.59;мужской;0;0;высшее;рабочий;>250;0.0;213.0;36.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3708;2НДФЛ;Покупка недвижимости/ строительство;0.0;0.55;мужской;0;0;высшее;вспомогательный персонал;>250;0.0;16.0;28.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
